id,Medicine Name,substitute0,substitute1,substitute2,substitute3,substitute4,sideEffect0,sideEffect1,sideEffect2,sideEffect3,sideEffect4,sideEffect5,sideEffect6,sideEffect7,sideEffect8,sideEffect9,sideEffect10,sideEffect11,sideEffect12,sideEffect13,sideEffect14,sideEffect15,sideEffect16,sideEffect17,sideEffect18,sideEffect19,sideEffect20,sideEffect21,sideEffect22,sideEffect23,sideEffect24,sideEffect25,sideEffect26,sideEffect27,sideEffect28,sideEffect29,sideEffect30,sideEffect31,sideEffect32,sideEffect33,sideEffect34,sideEffect35,sideEffect36,sideEffect37,sideEffect38,sideEffect39,sideEffect40,sideEffect41,use0,use1,use2,use3,use4,Chemical Class,Habit Forming,Therapeutic Class,Action Class,Condition,User,Date,Rating,Content,reference,food_interactions__001,food_interactions__002,food_interactions__003,food_interactions__004,food_interactions__005,food_interactions__006,food_interactions__007,food_interactions__008,Substitute
,Atorvastatin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Cholesterol,TinaT...,25-Jun-17,No rating available,"""My husband has had high cholesterol for about 15 years tried to take Simvastatin but had bad side effects ... he is 64 and in quite good health he takes garlic. plant sterols and lecithin in his diet but now Dr wants him to try Artovastatin he really doesn't want to but I think maybe he should try it out""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,grammy...,6-Jul-09,7,"Zoloft (sertraline)""Zoloft is great it really has helped me with depression and anxiety. I have chronic obstructive pulmonary disease and getting depressed and upset triggered severe asthma attacks. I take 100mgs twice a day. It has really been a blessing. Don't listen to any of us, every person is different try it and see what it does for you, then you and your Doctor can decide the proper treatment for you. """,,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,heidi,18-Nov-21,10,"Lexapro (escitalopram)""I just started lexapro today, reading the side effects worry me some..so far a little Nausea. I do not need to get worse. The dr. started me on 20 MG. I have seen reading  that people were started on a lower dose? In a week I'll try to stop back in with how things are going""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Traumatic Stress Disorder,Survi...,12-Oct-18,10,"Zoloft (sertraline)""After being sexually abused, stalked,  and threatened with death, torture and gang rape by my ex boyfriend, I developed PTSD. Every day felt like a waking nightmare, until I finally ended up in a hospital ER because I was suicidal. They prescribed me Zoloft, and I tried different dosages but the most effective for me has been 200mg. This drug has saved my life. I do not experience the same panic attacks and extreme anxiety/ depression and hopelessness that I did before. I highly recommend giving this a try if you have PTSD. It has worked a miracle on me.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pain,Aldo,27-Jul-21,2,"""Took this medication for several months after shoulder surgery and can not recommend it. I had terrible stomach and digestion issues while taking it and ended up adding two more meds for acid reflux and other side effects. Stopped taking it and feel better, with more shoulder pain, although this was only slightly more effective than ibuprofen.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,mjvio...,17-Aug-12,10,"""Sertraline my experience well...it is amazing! Not going to lie it is hard work to go onto sertraline as it comes with bad side effects e.g headaches, insomnia sleeping to much, dry mouth, mouth ache, having the urge to shake my legs etc. but when it is fully in your system they go so hang in there! But I'd rather be happy and put up with it. I have tried a lot of other medicines for my anxiety depression/panic attacks, which all left me with suicidal thoughts and actually made me feel worse but sertraline gives you strength and confidence and for the first time my happiness feels natural. My friend is also on it for anxiety and it has worked wonders for her.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Shanb...,2-Dec-17,5,"""I am about two weeks into taking escitalopram.  The first two days were side effect free. But after that I was vomiting constantly and could barely eat anything. I have lost five pounds and I am already a small girl. I experience very mild headaches here and there. Mostly at night when I am trying to sleep. One minute I am constipated and the next I have diarrhea. Not cool. I cannot eat much at all, have NOT lost any sexual interest. Now that I am two weeks into the medication I am experiencing additional anxiety like heart palpitations and feelings of wanting to break down crying over nothing.  I used to be on a higher dose of ‘citalopram’ which caused no side effects but this one is hard on my body. Hope it works for my anxiety eventually""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Depression,TheGi...,20-Jun-13,9,"Zoloft (sertraline)""This is the best medicine that I've ever been on for depression. I still have some symptoms but I've seen a huge improvement in my happiness and social life since I started taking it.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Nitrofurantoin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Bladder Infection,Anonymous,28-Sep-18,1,"Macrobid (nitrofurantoin)""If a doctor prescribes this antibiotic do not take it! This antibiotic was the beginning of my intestinal health issues leading to colitis. I can say this with 100% certainty! Stay away from it!""",,,,,,,,,,Ciprofloxacin
,Fluoxetine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Obsessive Compulsive Disorder,user,14-Apr-24,10,"""I was very nervous and skeptical about trying fluoxetine. I had a previously horrible experience with sertraline, which scared me off SSRIs for a while. I'm now so grateful for fluoxetine and how it has given me my life back. Every day, I was obsessively worrying about everything, overthinking, and feeling very anxious. Saying anything would make me overthink about what I'd said; doing anything could be twisted into a worry. I started on 20mg and then moved onto 40mg, which I'm still on now. No side effects at all for me. The difference happened subtly, but you begin to realize that the worries don't bother you as much anymore. This gradually increases over time. Now it is like I can see through the lies my brain was telling me and not react to them. I would definitely recommend trying it if you feel like I did.""",,,,,,,,,,
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Anonymous,2-Feb-22,2,"Lexapro (escitalopram)""I just started lexapro last night. My doctor wants me to take it with my Prozac for a week until I get my body used to taking the lexapro. Let me just say in just one day this has been the most horrible experience ever. I had sharp stomach pains and really bad nauseous at night. I couldn’t sleep very good even though I was so tired, my heart was racing when I got up, and then when I went to class my anxiousness got worse than it’s ever been and I got a hot flash. I'm gonna not take the meds tonight to see how I feel tomorrow. If I feel better these meds aren’t worth it!""",,,,,,,,,,
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hashimoto's disease,Sam...,27-Feb-21,10,"Euthyrox (levothyroxine)""I find it interesting to read some of the comments that are posted on this site.  In my experience with thyroid disease, I have experienced different pharmacies carry different levothyroxine made by different companies.  They all carry a similar side effect profile.  

With that said, my experience has been positive.  I have seen better numbers.  I used to take a product made in Puerto Rico and I found my TSH would go all over the place and I would take this faithfully...Euthyrox has improved my numbers, simply put...

I appreciate that Walmart carries this. I realize everyone's experience can be different.  Mine has been a positive one and I like paying $4/month.  I remember the days paying >$100 on Synthroid...My numbers are fine and the side effects are what I've always experienced before on different levo products.""",,,,,,,,,,Liothyronine
,Levothyroxine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Hypothyroidism, After Thyroid Removal",Nadia...,6-Feb-16,1,"Unithroid (levothyroxine)""I  get sick, angry and depressed from the medicine.   I get migraines, I can't take it but through my research I am going to ask for Armour , it is natural but it replaces two hormones and you do need a prescription""",,,,,,,,,,Liothyronine
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Post Traumatic Stress Disorder,Happy...,23-Sep-22,10,"""I started feeling better within the first 2 days. I started off at 25 mg. My constant mental chatter calmed down, and I woke up this morning wanting to wake up…I haven’t felt that way since I was maybe a small child. If you start at a low dose, the side effects are definitely avoided/minimized. I recommend this medication for PTSD and anxiety. It really helps decrease the hyperarousal.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social Anxiety Disorder,CBano,13-Sep-19,1,"Zoloft (sertraline)""I have tried Zoloft twice due to being that desperate. I had done a lot of reading about people's experiences and opinions before taking it. A few articles that I read discussed increasing violent thoughts/behaviours from taking Zoloft. Maybe that influenced it but both times  I tried it I found myself having intrusive violent thoughts which is not usual for me. The second time I had it it did not work out with Ritalin as it made me extremely depressed and had dark thoughts - granted that was only one day I took it but it was enough to reassure myself that I need to develop managing my anxiety without it as hard as that will be. While, I definitely do want to live in less fear, I don't want Zoloft's effect of no fear, I just want to find a middle ground.""",,,,,,,,,,"Fluoxetine, Escitalopram"
,Losartan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Blood Pressure,RJPKe...,15-Oct-17,2,"""Suffered for a year with leg exercise-induced pain, severe. They worked me up for knee damage, venous and arterial disease, spine problems, all for naught. Finally, in an unrelated change, I stopped taking Losartan. Leg pain was mostly gone in 3 days and totally gone in 10 days. So one doctor made me sick, 4 doctors  failed to find the answer, but luck intervened on my behalf. Leg/back pain occurs in up to 10% of users, but 4 doctors never suggested this as a cause. If ours (USA) is the best medical system in the world, God help us!""",,,,,,,,,,
,Clopidogrel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Heart Attack,Renate,17-Jul-18,No rating available,"Plavix (clopidogrel)""I had a heart attack in June 2017, Angioplasty with one stent also, have been on much medication including Plavix since. Why was Plavix recently discontinued 'cold turkey'. I am feeling ok but very dizzy, but I am a very old person.""",,,,,,,,,,
,Sumatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Anonymous,19-Jun-12,10,"""I take the generic Sumatriptan. This medicine has changed my life. I honestly can't see how I would make it through my days if I didn't have this medicine when a migraine comes along. I get migraines 3-4 times a week. Taking it does have side effects, as most of the time my arms get heavy and tingly. I suggest taking it and then sleeping an hour while it kicks in, but sometimes that is not possible, and you just have to push through it. To me, its worth it and definitely worth trying.""",,,,,,,,,,Rizatriptan
,Escitalopram,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Anxiety,Anonymous,17-Mar-18,2,"Lexapro (escitalopram)""I've been on lexapro 10mg for 5 days, can’t tell much difference just yet. Only side effects are slight headaches from time to time (not a full blown headache), tired, decrease in appetite, had diarrhea once. Trying to stick it out. On the downside my new doctor doesn’t prescribe lexapro so eventually I will have to switch to Celexa soon which I don’t know how I feel about that.""",,,,,,,,,,
,Diclofenac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Back Pain,Jeff...,26-Nov-16,2,"""I've tried many different meds for back pain and nothing really helped, had 12 epidural injections then burned my nerves.  Nothing helped because my doctors didn't know what was wrong.  I then went to a chiropractor and within a few weeks it started to help. He found what was wrong just by my x-ray, my hip was about an inch off hitting a nerve.  Now I can work again, not 100% but 4 year's suffering to being able to walk somewhat normal is great. Still need meds for pain but way less.  If nothing else helps try a chiropractor.  Don't wait 4 year's to go. If it don't help in a month stop going its not going to.""",,,,,,,,,,
,Omeprazole,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GERD,syren...,3-Oct-21,3,"""I’ve been taking 40 mg of Omeprazole for about a month  now and it causes bad stomach cramps and nause.  I was diagnosed with mild esophagitis.  I feel terrible taking this medicine, I have insomnia.  I am wondering how do you know if esophagus is healed…""",,,,,,,,,,Pantoprazole
,Rizatriptan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Migraine,Dani...,23-Oct-15,10,"""Today was my first time taking Rizatriptan and the fact that I am able to write this review just hours after the onset of a migraine is amazing because normally I would be completely down for the count for at least a whole day with a migraine. So here is my experience:  I have taken countless meds before including Imitrex with terrible side effects and zero relief so naturally I was skeptical about this new med. I took it as soon as I knew that this was going to be a particularly bad migraine. The only side effect I had was sleepiness, no ""heart attack"" feeling as I had experienced with Imitrex. I fell asleep within 15 min of taking Rizatriptan and woke up 2 hours later completely migraine free.""",,,,,,,,,,
,Sertraline,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dissociative Identity DisorderOff-label,Shano,22-Jul-20,1,"""I found this drug disagreed with me heavily. I took it for 2 months & had some of the worst dissociation and loss of control I'd ever experienced. I was getting near constant intrusive thoughts from parts and nothing felt real to me. Before taking sertraline I had a lot of extreme anxiety alternating with apathy, but after I felt floaty and scared in a much different way to usual generalised anxiety. It was an overwhelming and vague sense of dread/loss of control, rather than anxiously fixating on things and cycling through everything that could go wrong, like usual. 
I also wasn't told that you have to wean yourself off this medication so when I couldn't afford the 3rd month's prescription I went cold turkey and that has some horrible side affects of it's own.
There are a couple of positive reviews so obviously it does work for some with DID, but I wanted to give the opposite perspective (so people can weigh up pros/cons) because medications affect us all differently.""",,,,,,,,,,"Fluoxetine, Escitalopram"
